"Sex","Age","Function","Share_1","Share_2","Share_3","Proact_1_R","Proact_2_R","Proact_3_R","Integ_1_R","Integ_2_R","Integ_3_R","Sharing_Total","Proact_Total","Integrit_Total","AnxEm","HappEm","DejEm","AngerEm"
"Men","<20 y.","Employe",2,1,3,4,5,5,5,3,5,-0.462739869472953,-0.242616681110674,-0.988050391378728,1.63,2.43,1.2,1.75
"Female","25-30 y.","Employe",2,2,3,4,5,4,5,3,5,0.711022242725707,0.253293775661113,0.783808231487651,1.63,1.71,2,2
"Men",">30 y.","Employe",1,1,3,5,4,5,3,3,5,-0.697492291912685,0.253293775661113,-0.692740030281457,1,2.86,1,1.5
"Men",">30 y.","Employe",1,1,3,2,5,5,5,2,5,0.476269820285975,0.749204232432901,-0.102121079945539,1.63,3.43,1,2
"Female","20-25 y.","Employe",2,2,3,4,5,4,4,3,4,-0.462739869472953,-0.738527137882462,0.783808231487651,2.13,2.14,1.2,1.75
"Female","20-25 y.","Employe",2,4,2,4,4,5,2,3,5,0.945774665165439,-0.986484101956691,-0.397431441042809,1.75,3.86,1.4,1.5
"Female",">30 y.","Employe",1,1,3,2,5,5,5,2,5,0.476269820285975,-0.490571909496568,-0.102121079945539,1.88,2.57,1.8,1.5
"Female",">30 y.","Employe",1,2,3,5,5,5,5,2,5,-0.462739869472953,1.49307165327892,-0.988050391378728,1,3.71,1,1
"Men","20-25 y.","Employe",1,3,3,4,4,5,5,2,3,-0.227987447033221,0.749204232432901,1.07911859258492,2,2.71,1.2,2.25
"Female","20-25 y.","Employe",2,2,4,5,5,5,4,5,5,-0.932244714352417,0.749204232432901,-0.988050391378728,1.13,3.57,1.2,1.25
NA,"<20 y.","Employe",1,1,3,5,5,5,5,4,5,-1.40174955923188,-0.986484101956691,-0.988050391378728,1.5,2.43,1,1
NA,"25-30 y.","Employe",2,3,4,5,4,5,5,2,5,0.00676497540651112,1.24511642489302,-0.988050391378728,1.38,3.43,1.4,1.75
NA,"20-25 y.","Employe",3,3,3,3,5,4,4,3,5,0.476269820285975,-0.490571909496568,0.193189281151732,2.63,2.14,1.2,2.25
"Female",">30 y.","Employe",2,1,2,4,3,5,4,4,5,0.945774665165439,-0.738527137882462,-0.102121079945539,2.13,2.57,1.6,2
NA,">30 y.","Employe",3,1,3,4,4,5,4,3,4,0.711022242725707,0.99716119650713,0.193189281151732,2.38,2.29,3,2
"Men","<20 y.","Employe",1,3,4,3,2,5,4,4,5,0.711022242725707,1.24511642489302,-0.692740030281457,2.75,1.86,3,1.5
"Female",">30 y.","Employe",1,1,3,4,4,5,5,4,4,0.711022242725707,0.00533854727521981,1.37442718182357,1.88,2.57,1.4,2.5
"Female","20-25 y.","Leader",2,2,3,5,5,5,5,2,5,-0.697492291912685,0.501249004047008,0.193189281151732,1.25,3,1.4,1.75
"Men","20-25 y.","Leader",1,1,3,3,5,5,5,3,5,-0.697492291912685,0.99716119650713,-0.102121079945539,1,3,1,1
NA,">30 y.","Employe",1,2,3,5,5,4,4,2,5,-1.16699713679215,-0.490571909496568,0.193189281151732,2.25,1.86,1.4,2.5
NA,">30 y.","Employe",2,2,3,4,3,5,4,3,3,0.711022242725707,-0.242616681110674,1.37442718182357,1.75,3.14,1.4,2
"Female","<20 y.","Employe",2,4,3,4,4,5,5,3,4,0.476269820285975,0.00533854727521981,0.193189281151732,2,2,2.8,2.75
"Female","25-30 y.","Employe",2,2,2,5,4,5,5,3,3,0.00676497540651112,-1.48239455872848,0.783808231487651,2,2.29,1.8,2.25
"Female",">30 y.","Employe",1,2,2,5,4,5,2,2,5,0.711022242725707,0.00533854727521981,-0.692740030281457,1.63,2.57,2.4,2
"Female","<20 y.","Employe",1,2,4,5,4,4,5,3,5,-0.932244714352417,1.49307165327892,-0.102121079945539,1.13,2.86,1.4,2
NA,"25-30 y.","Employe",3,2,2,4,3,5,4,4,4,1.18052708760517,-0.738527137882462,0.193189281151732,2,1.86,2.4,1.75
"Female","20-25 y.","Employe",3,3,3,3,5,4,5,2,4,0.476269820285975,-0.738527137882462,0.48849787039038,2.25,2.86,1.2,1.75
"Female","20-25 y.","Leader",3,2,2,4,3,4,3,4,2,1.65003193248464,-1.73034978711437,2.8509772154513,4,1,4,3.5
"Men","20-25 y.","Employe",2,3,4,4,5,5,5,2,5,-0.462739869472953,1.74102688166481,-0.692740030281457,1,3.86,1.4,1.25
"Female","25-30 y.","Employe",1,2,4,5,5,5,2,2,5,-1.40174955923188,0.99716119650713,-0.988050391378728,1.25,2.71,1.4,1
"Female","20-25 y.","Employe",2,1,3,5,5,5,4,4,5,-0.697492291912685,-0.490571909496568,-0.692740030281457,1.38,3,1.2,1.5
"Female","20-25 y.","Leader",1,3,3,4,5,4,5,2,4,0.00676497540651112,0.253293775661113,0.783808231487651,2.88,2.43,2,2.5
"Men","20-25 y.","Leader",4,3,1,2,4,3,3,3,2,1.88478435492437,-1.73034978711437,3.44159616578722,3.5,1.57,2,3.5
"Men",">30 y.","Employe",2,2,3,5,2,5,5,2,2,1.18052708760517,-0.242616681110674,1.07911859258492,1.88,1.57,1.8,1.5
"Men","20-25 y.","Employe",1,1,2,5,4,5,5,3,5,-0.697492291912685,-0.242616681110674,-0.692740030281457,1.13,3,1.6,1.5
"Female","20-25 y.","Employe",2,1,2,5,4,5,5,4,5,0.00676497540651112,-0.986484101956691,-0.397431441042809,1.38,2.86,1.4,1.5
"Men",">30 y.","Employe",2,1,3,5,4,5,5,3,5,0.241517397846243,-0.242616681110674,-0.397431441042809,1.88,2.86,1.8,1.5
"Men","<20 y.","Employe",1,3,4,3,2,5,4,4,5,0.711022242725707,1.24511642489302,-0.692740030281457,2.75,1.86,3,1.5
"Female","20-25 y.","Leader",1,1,3,4,5,3,2,4,2,-0.697492291912685,-0.738527137882462,3.44159616578722,3.63,1.86,2.6,3.5
"Female","20-25 y.","Employe",1,1,4,5,5,4,3,3,4,-0.462739869472953,0.501249004047008,0.48849787039038,1.75,2.86,1.6,2
"Female","<20 y.","Employe",2,2,4,4,4,5,5,4,5,0.476269820285975,-0.242616681110674,-0.102121079945539,1.63,2,2,2.25
"Female","20-25 y.","Employe",1,1,3,5,5,5,5,2,5,-1.40174955923188,0.501249004047008,-0.692740030281457,1.63,2.29,1.8,2
"Female",">30 y.","Employe",3,2,2,4,4,5,5,4,5,0.476269820285975,-1.48239455872848,-0.692740030281457,2.13,2.86,1.6,1.5
"Female",">30 y.","Employe",1,2,2,3,3,3,4,3,3,1.65003193248464,-0.242616681110674,1.66973754292084,2.88,2.71,2.6,2.75
"Female",">30 y.","Employe",2,2,4,3,5,5,5,4,5,0.241517397846243,-0.242616681110674,-0.397431441042809,2,1.43,2.2,2.25
"Female","25-30 y.","Employe",1,2,2,5,5,5,5,5,4,-0.227987447033221,-0.738527137882462,-0.102121079945539,1.88,2.57,1.6,2.25
"Female",">30 y.","Employe",2,2,2,4,4,5,5,2,5,-0.462739869472953,-0.986484101956691,-0.397431441042809,1.88,2.43,1.2,2
"Female","25-30 y.","Employe",2,2,4,4,5,5,3,2,4,0.241517397846243,0.00533854727521981,0.193189281151732,1.88,3.14,1.2,2.5
"Female","20-25 y.","Employe",2,1,3,4,4,5,4,5,5,0.476269820285975,-0.738527137882462,-0.988050391378728,1.38,3.14,1,1.25
"Female","25-30 y.","Employe",2,2,2,4,4,4,4,4,4,1.18052708760517,-1.48239455872848,1.07911859258492,1.5,1.71,2.4,1.25
"Female","20-25 y.","Employe",2,2,3,4,4,4,4,3,4,0.241517397846243,-0.242616681110674,0.48849787039038,2,3,2,2
"Female","<20 y.","Employe",2,2,3,4,4,5,5,3,4,0.711022242725707,0.99716119650713,0.193189281151732,1.75,3.43,1.4,2
"Female","20-25 y.","Employe",2,2,3,5,5,5,5,3,5,-0.697492291912685,-0.986484101956691,-0.397431441042809,2.38,2.43,2,2
"Female","25-30 y.","Employe",2,2,3,4,4,4,5,3,5,-0.462739869472953,0.00533854727521981,-0.692740030281457,2,2.29,1.6,1.75
"Female","20-25 y.","Employe",2,2,3,4,4,5,4,3,5,-0.227987447033221,0.501249004047008,-0.692740030281457,1.13,3,1.2,1.5
"Female","<20 y.","Employe",2,1,2,4,5,5,5,4,5,0.476269820285975,-0.738527137882462,-0.988050391378728,1.38,3.14,1.4,2
"Female","<20 y.","Employe",2,1,2,4,5,5,5,5,5,-0.462739869472953,-2.47421547227205,-0.692740030281457,1.88,2.29,1.6,1.25
"Female",">30 y.","Employe",1,2,4,5,5,5,5,2,5,-0.932244714352417,1.49307165327892,0.48849787039038,2.13,3.29,2.2,2.25
"Female","20-25 y.","Employe",1,1,3,4,5,5,5,4,5,-0.227987447033221,-0.242616681110674,0.193189281151732,1.13,3.14,1,1.5
"Female",">30 y.","Employe",1,1,3,4,5,5,5,2,5,-0.932244714352417,0.99716119650713,-0.988050391378728,1,3.71,1.2,1.5
"Female","20-25 y.","Employe",2,3,4,4,5,5,3,2,5,0.00676497540651112,0.749204232432901,-0.397431441042809,1.38,3.71,1.2,1.5
"Female",">30 y.","Employe",2,1,4,4,5,5,5,3,5,-0.697492291912685,0.253293775661113,-0.692740030281457,1.5,3.29,1.2,2
"Female","20-25 y.","Employe",2,2,2,4,5,5,5,5,5,0.241517397846243,-1.97830501550027,-0.397431441042809,1.63,1.71,2.4,1.75
"Female","20-25 y.","Employe",1,2,3,5,5,5,5,3,4,-0.227987447033221,-0.242616681110674,0.48849787039038,2,2.57,2,2.5
"Female","<20 y.","Employe",2,1,2,5,4,5,5,4,4,-0.227987447033221,-0.986484101956691,-0.397431441042809,1.88,2.71,1.2,2
"Female","25-30 y.","Employe",1,1,3,5,5,5,5,2,4,-0.462739869472953,0.00533854727521981,0.48849787039038,1.88,2.57,1.8,2.5
"Female","20-25 y.","Employe",2,1,3,5,4,5,5,2,5,-0.697492291912685,0.501249004047008,-0.397431441042809,1.5,3.57,1.2,1.5
"Female","<20 y.","Employe",2,1,1,3,4,5,5,5,4,0.711022242725707,-1.48239455872848,-0.102121079945539,1.38,2.86,1.2,2
"Female",">30 y.","Employe",2,1,3,4,4,5,3,3,4,0.711022242725707,-0.490571909496568,0.48849787039038,2.63,2.14,2.2,2.5
"Female","20-25 y.","Employe",2,2,2,4,5,5,5,5,5,0.00676497540651112,-1.48239455872848,-0.102121079945539,1.25,3.14,1.2,1
"Female","20-25 y.","Employe",2,2,3,5,4,5,5,2,5,-0.462739869472953,0.253293775661113,-0.397431441042809,1.75,3.71,1.4,1.25
"Female","20-25 y.","Employe",1,1,3,5,5,5,5,2,5,-1.40174955923188,0.00533854727521981,-0.692740030281457,1.63,2.29,1.8,2
"Female","20-25 y.","Employe",2,2,3,5,5,5,4,3,5,-0.932244714352417,-0.490571909496568,-0.397431441042809,1.25,3.71,1.4,1.5
"Female","20-25 y.","Employe",1,2,4,5,5,5,4,3,4,-0.227987447033221,0.253293775661113,-0.102121079945539,1.75,1.71,2.2,1.75
"Female","20-25 y.","Employe",1,1,4,5,5,5,5,2,5,-0.697492291912685,1.24511642489302,-0.692740030281457,1.88,2.86,1.2,2
"Female","25-30 y.","Employe",2,1,3,5,5,4,5,2,4,0.711022242725707,-0.738527137882462,0.193189281151732,1.25,3.43,1,2
"Female","20-25 y.","Employe",2,1,3,4,5,5,5,4,5,-0.697492291912685,-0.738527137882462,-0.692740030281457,1.88,2.14,1.6,2
"Female","20-25 y.","Employe",2,2,3,5,5,5,5,3,5,-0.697492291912685,-0.242616681110674,-0.102121079945539,1.75,3,1.2,1.5
"Female","20-25 y.","Employe",2,1,3,5,5,5,4,4,4,-0.462739869472953,-0.738527137882462,-0.102121079945539,2,3,1,2
"Female","<20 y.","Employe",2,1,3,4,5,5,5,2,5,-0.932244714352417,-0.242616681110674,-0.692740030281457,1.25,3.43,1.2,1.5
"Female","20-25 y.","Employe",1,1,3,4,5,5,5,4,4,0.00676497540651112,-0.242616681110674,0.193189281151732,2.38,2.29,1.8,2
"Female","20-25 y.","Employe",2,1,2,5,4,5,5,3,5,-0.227987447033221,-0.490571909496568,-0.397431441042809,1.63,3.14,1.6,2
"Female","20-25 y.","Employe",2,1,3,3,5,5,5,3,5,0.241517397846243,-0.738527137882462,-0.397431441042809,2,2.14,1.4,1.75
"Female","25-30 y.","Employe",1,1,2,5,5,5,5,4,5,-0.697492291912685,-0.986484101956691,-0.102121079945539,2,2.14,1.4,2
"Female",">30 y.","Employe",1,1,4,5,5,5,5,2,5,-0.697492291912685,1.24511642489302,-0.692740030281457,1.63,2.29,1.8,1.75
"Female","20-25 y.","Employe",2,2,3,4,5,4,4,3,5,-0.697492291912685,0.00533854727521981,-0.102121079945539,1.88,2.43,1.8,2
"Female","20-25 y.","Employe",2,1,2,4,5,5,5,2,5,-0.462739869472953,0.501249004047008,-0.692740030281457,1.38,2.86,1.2,1.75
"Female","25-30 y.","Employe",2,2,3,5,5,5,5,2,5,-0.227987447033221,0.501249004047008,-0.988050391378728,1.38,3.43,1.2,2
"Female","25-30 y.","Employe",2,1,3,4,5,5,4,3,4,-0.227987447033221,0.749204232432901,-0.397431441042809,1.75,3,1.2,2
"Female","25-30 y.","Employe",2,1,2,4,5,5,5,4,5,-0.462739869472953,0.00533854727521981,-0.692740030281457,1.5,2.86,1.6,1.75
"Female","<20 y.","Employe",1,1,2,5,5,5,5,3,5,-1.16699713679215,-0.242616681110674,-0.988050391378728,1.13,3.71,1,2
"Female","25-30 y.","Employe",2,1,3,5,5,5,5,3,5,-1.16699713679215,0.00533854727521981,-0.692740030281457,1.25,3.14,1,1.5
"Female","25-30 y.","Employe",1,1,2,5,5,5,5,2,5,-0.462739869472953,-0.490571909496568,-0.988050391378728,1,2.86,1.2,1.5
"Female","20-25 y.","Employe",1,1,3,5,4,5,5,2,3,-0.932244714352417,0.00533854727521981,0.193189281151732,1.13,2.14,1.6,2
"Female","20-25 y.","Employe",1,1,3,5,5,4,5,3,5,-0.462739869472953,-0.242616681110674,0.48849787039038,1.5,2.43,1.6,1.75
"Female","20-25 y.","Employe",1,1,4,5,5,5,5,4,4,-0.697492291912685,1.24511642489302,0.193189281151732,1.25,3,2.2,2.25
"Female","<20 y.","Employe",1,2,3,5,4,5,5,2,5,-0.462739869472953,0.501249004047008,-0.988050391378728,1.25,3,1.4,1.5
"Female","20-25 y.","Employe",2,1,3,4,4,5,5,4,5,0.00676497540651112,-0.738527137882462,-0.988050391378728,1.13,3.29,1,1
"Female","20-25 y.","Employe",2,1,3,5,5,5,4,3,4,-0.697492291912685,0.00533854727521981,-0.692740030281457,3,2.14,2.2,2.25
"Female","<20 y.","Employe",1,1,3,5,5,5,5,3,5,0.241517397846243,-0.242616681110674,-0.102121079945539,2,2.14,1.8,2
"Female","20-25 y.","Employe",2,2,2,4,4,5,5,3,5,0.00676497540651112,-0.242616681110674,-0.397431441042809,1.88,2.86,1.4,2
"Female","25-30 y.","Employe",1,2,4,5,4,5,5,4,4,-0.462739869472953,0.501249004047008,0.193189281151732,1.5,2.14,2,2
"Female","25-30 y.","Employe",1,1,3,5,4,5,5,2,5,-0.227987447033221,0.99716119650713,-0.988050391378728,1.13,3.43,1,1.25
"Female","20-25 y.","Employe",1,3,1,5,5,5,5,4,4,-0.462739869472953,-1.73034978711437,0.48849787039038,2.13,2.14,1.6,1.75
"Female","<20 y.","Employe",2,1,4,4,5,5,5,2,4,0.241517397846243,0.501249004047008,0.48849787039038,1.25,3.29,1.4,1.5
"Men",">30 y.","Employe",2,3,1,5,3,4,5,3,3,0.945774665165439,-1.48239455872848,1.07911859258492,2.38,2.57,1.8,2.25
"Men","25-30 y.","Employe",3,2,4,3,4,5,4,4,3,1.18052708760517,-1.23443933034258,2.26035649325676,2.25,2.71,2.2,2.5
"Men","20-25 y.","Employe",1,2,3,5,4,4,5,3,5,-1.16699713679215,-0.986484101956691,-0.102121079945539,1.38,3.14,1,1.75
"Female","20-25 y.","Employe",1,2,3,5,4,4,5,2,4,-0.932244714352417,1.24511642489302,2.26035649325676,2.13,1.57,1.6,3
"Female","25-30 y.","Employe",1,1,4,5,5,5,5,3,5,0.00676497540651112,1.49307165327892,-0.988050391378728,1.13,3,1.2,1.25
"Female",">30 y.","Employe",2,1,3,5,5,5,4,2,5,-0.462739869472953,0.99716119650713,-0.988050391378728,1.13,3,1.2,1.25
"Female","20-25 y.","Employe",1,2,3,5,4,4,5,3,3,-0.227987447033221,-0.738527137882462,1.66973754292084,2.13,1.86,1.6,3
"Female",">30 y.","Employe",1,1,4,5,5,5,5,2,5,-0.932244714352417,0.253293775661113,-0.988050391378728,1.25,4,1,1.25
"Female","25-30 y.","Employe",2,1,3,4,5,5,5,3,4,0.00676497540651112,-0.242616681110674,-0.397431441042809,1.63,2.71,1.4,2
"Female","<20 y.","Employe",2,2,2,5,5,5,5,3,5,-1.40174955923188,-0.986484101956691,-0.988050391378728,1.5,3.57,1,1
"Men","20-25 y.","Employe",2,3,3,4,5,5,3,5,5,-0.462739869472953,-0.490571909496568,-0.988050391378728,1.25,2.43,2,1.75
"Female","20-25 y.","Employe",2,4,2,5,4,5,5,2,5,-0.462739869472953,0.00533854727521981,-0.397431441042809,2,3.71,1.6,1.75
"Female","25-30 y.","Employe",1,3,1,5,4,5,5,2,4,-0.932244714352417,0.99716119650713,-0.102121079945539,1.63,2,1.2,2
"Men","20-25 y.","Employe",3,2,2,3,4,5,3,3,3,1.4152795100449,-1.23443933034258,1.37442718182357,2,2.29,2.8,2.5
"Men","25-30 y.","Employe",2,3,3,4,4,5,5,2,5,0.241517397846243,0.749204232432901,-0.988050391378728,1.13,3.29,1.6,1.5
"Female","20-25 y.","Employe",1,1,3,5,4,5,5,3,5,-0.227987447033221,-0.490571909496568,0.48849787039038,2.13,1.57,2,2.75
"Female","20-25 y.","Employe",2,1,3,5,4,4,5,2,5,-0.462739869472953,0.00533854727521981,-0.102121079945539,1.88,2.57,1.4,2.5
"Men","25-30 y.","Employe",1,1,3,5,4,5,5,3,4,0.00676497540651112,0.00533854727521981,0.193189281151732,1,3.14,1.2,2
"Men","25-30 y.","Employe",1,1,3,5,4,5,5,3,5,-0.462739869472953,0.501249004047008,-0.102121079945539,1.25,2.86,1,1.75
"Female","<20 y.","Employe",3,1,2,4,4,5,4,4,5,0.241517397846243,-1.23443933034258,-0.988050391378728,1.88,2.71,1.2,1.5
"Men","25-30 y.","Employe",1,1,3,4,4,5,4,3,5,-0.932244714352417,0.00533854727521981,-0.692740030281457,1.13,2.71,1,2.5
"Men","20-25 y.","Employe",2,1,3,5,4,5,5,2,5,-0.932244714352417,1.24511642489302,-0.692740030281457,1.63,2.86,1.2,1.75
"Men","<20 y.","Employe",3,1,3,4,4,5,5,2,4,-0.227987447033221,0.99716119650713,-0.102121079945539,1.5,3.43,1.2,1
"Female","25-30 y.","Employe",2,2,3,4,5,5,5,2,5,-0.697492291912685,0.253293775661113,-0.102121079945539,1.75,2.29,1,1.75
"Men",">30 y.","Employe",1,2,4,5,5,5,5,2,5,0.00676497540651112,1.74102688166481,-0.397431441042809,1.38,3.14,2.4,1.75
"Men",">30 y.","Employe",2,2,3,5,3,5,3,3,4,0.945774665165439,0.00533854727521981,0.48849787039038,1.88,2.29,2.4,2.25
"Female","20-25 y.","Employe",1,2,3,5,5,5,5,3,5,-1.40174955923188,0.253293775661113,-0.692740030281457,1.25,3,1,1.75
"Men",">30 y.","Employe",1,1,4,5,4,4,5,2,5,0.00676497540651112,0.99716119650713,-0.397431441042809,1,3.14,1.6,1.25
"Female",">30 y.","Employe",4,1,4,5,5,5,5,2,5,-0.932244714352417,1.49307165327892,-0.692740030281457,1,4,1,1
"Female","20-25 y.","Employe",2,1,4,4,4,5,5,2,4,-0.462739869472953,1.74102688166481,0.193189281151732,1.25,3.57,1,2
"Female",">30 y.","Employe",2,3,1,5,3,4,5,3,3,0.945774665165439,-1.48239455872848,1.07911859258492,2.38,2.57,2,2.25
"Female","25-30 y.","Employe",2,1,4,4,4,5,5,2,4,-0.462739869472953,1.74102688166481,0.193189281151732,1.5,3.57,1,2
"Female","20-25 y.","Employe",2,3,3,5,5,4,5,3,4,-0.462739869472953,0.00533854727521981,0.193189281151732,1.5,2.14,1.4,2
"Men","25-30 y.","Employe",1,1,3,5,5,5,5,3,5,-1.40174955923188,0.501249004047008,-0.692740030281457,1.25,3.86,1,1.25
"Female","25-30 y.","Employe",1,2,3,4,5,5,3,3,4,-0.462739869472953,0.00533854727521981,-0.102121079945539,1.63,2,1.6,2.5
"Men",">30 y.","Employe",1,2,4,5,5,4,5,2,4,0.241517397846243,0.99716119650713,1.37442718182357,1.75,2.29,2,2.5
"Men","25-30 y.","Employe",2,1,2,5,5,5,5,3,5,0.241517397846243,-0.490571909496568,-0.397431441042809,2.25,2.14,2.2,2
"Men","<20 y.","Employe",2,2,3,4,4,5,5,3,5,0.00676497540651112,-0.490571909496568,-0.692740030281457,1.38,3.43,1,1.25
"Men",">30 y.","Employe",2,1,4,4,4,5,5,3,5,-0.462739869472953,1.24511642489302,-0.397431441042809,1.63,3.29,1,1.75
"Men","20-25 y.","Employe",3,3,3,4,4,4,4,3,3,0.00676497540651112,-0.242616681110674,1.07911859258492,2.38,1.57,2,3
"Men","25-30 y.","Employe",1,1,4,5,5,5,3,2,5,-0.932244714352417,0.749204232432901,-0.397431441042809,1.25,2.86,1.2,2.25
"Men","20-25 y.","Employe",1,3,3,4,4,5,4,3,3,0.711022242725707,0.253293775661113,1.07911859258492,1.25,3.43,1,2
"Female","25-30 y.","Employe",1,2,1,3,4,4,3,3,5,1.65003193248464,-0.986484101956691,1.96504790401811,2.5,2.14,2.4,2.75
"Men","25-30 y.","Employe",3,2,4,5,3,4,3,2,5,1.18052708760517,-0.490571909496568,1.07911859258492,3.13,2.43,3.2,2.5
"Female",">30 y.","Employe",2,1,2,3,3,4,3,4,5,2.1195367773641,-1.73034978711437,0.48849787039038,1.38,2.57,2.6,2
"Men","20-25 y.","Employe",2,1,2,4,4,5,5,3,5,0.00676497540651112,-0.242616681110674,-0.988050391378728,1.63,2.43,1.6,2
"Female","25-30 y.","Employe",2,2,4,5,4,5,5,2,5,0.476269820285975,0.99716119650713,-0.397431441042809,2,2.57,1.6,2
"Female","20-25 y.","Employe",2,3,2,4,3,5,3,4,4,1.4152795100449,-1.73034978711437,0.783808231487651,2.63,1.86,2.4,2.75
"Men","25-30 y.","Employe",2,4,3,3,4,2,3,3,4,1.18052708760517,-0.738527137882462,2.26035649325676,2.88,2.71,2.4,2.25
"Men","25-30 y.","Employe",3,2,3,2,3,5,3,3,5,2.1195367773641,-1.48239455872848,-0.397431441042809,2.63,2.43,1.6,2.75
"Men","20-25 y.","Employe",2,2,3,4,4,5,5,3,4,0.711022242725707,-0.490571909496568,0.193189281151732,2,2.71,1.6,2
"Men","25-30 y.","Employe",1,1,3,5,2,5,5,2,5,0.476269820285975,1.49307165327892,-0.692740030281457,1.25,2.57,1.4,1.75
"Female","20-25 y.","Employe",1,1,2,5,5,5,5,3,5,-1.16699713679215,-0.242616681110674,-0.988050391378728,1.25,2.86,1.4,1.25
"Men","25-30 y.","Employe",1,3,4,5,4,4,5,2,4,-0.227987447033221,1.74102688166481,0.783808231487651,1.38,2.29,2,2.25
"Female","25-30 y.","Employe",1,2,3,5,4,4,4,3,5,-0.697492291912685,0.00533854727521981,-0.102121079945539,1.38,2.29,1.2,2
"Men","25-30 y.","Employe",1,1,3,5,5,5,5,3,5,-1.16699713679215,0.253293775661113,-0.397431441042809,1.38,3.29,1,2
"Men","25-30 y.","Employe",2,2,3,4,4,5,5,4,5,0.241517397846243,-0.242616681110674,-0.692740030281457,1,3.14,1,1.25
"Female",">30 y.","Employe",2,3,4,5,3,5,5,2,5,0.945774665165439,1.24511642489302,-0.988050391378728,2.75,3.57,1.2,3.25
"Men","25-30 y.","Employe",1,2,2,5,4,5,5,4,5,0.241517397846243,-0.490571909496568,-0.988050391378728,1.75,2.29,1.4,1
"Female","25-30 y.","Employe",1,2,4,5,5,4,5,2,4,-1.40174955923188,1.49307165327892,0.783808231487651,2.88,1.71,2.2,2
"Female","25-30 y.","Employe",1,2,3,5,5,5,5,3,4,-0.697492291912685,-0.490571909496568,-0.397431441042809,2,2.43,1.4,1.75
"Female","20-25 y.","Employe",2,2,2,4,5,5,5,4,5,0.241517397846243,-1.73034978711437,-0.988050391378728,2.63,2,1.4,1.75
"Men","25-30 y.","Employe",1,1,3,4,5,5,5,3,4,-0.932244714352417,-0.242616681110674,0.193189281151732,1.25,2.71,1.4,2
"Men","20-25 y.","Employe",2,2,3,4,3,5,5,3,5,0.711022242725707,0.501249004047008,-0.397431441042809,1.38,3.14,1.2,1.5
"Female","25-30 y.","Employe",2,2,3,5,4,5,5,4,5,0.711022242725707,-0.242616681110674,-0.397431441042809,1.38,2.29,1.4,2
"Men","<20 y.","Employe",2,3,2,5,4,4,3,4,3,0.711022242725707,-1.73034978711437,1.37442718182357,2.63,2.29,2.4,3.25
"Female","20-25 y.","Employe",2,1,2,4,4,5,5,4,5,-0.462739869472953,-0.986484101956691,-0.397431441042809,1,2.14,1.2,1.75
"Men","20-25 y.","Employe",3,1,2,5,5,5,3,3,5,-1.16699713679215,0.749204232432901,-0.988050391378728,1.25,3.29,1.4,1.5
"Female","20-25 y.","Employe",1,2,3,5,4,5,5,5,4,0.00676497540651112,-0.490571909496568,1.07911859258492,2.75,1.86,2.4,2.75
"Men",">30 y.","Employe",2,2,3,4,3,5,2,2,5,0.711022242725707,0.99716119650713,-0.692740030281457,2.13,3.57,2.4,1.75
"Female",">30 y.","Employe",3,2,3,3,4,3,3,3,2,1.88478435492437,-0.242616681110674,3.14628580468995,2.63,2.29,2.4,2
"Men","20-25 y.","Employe",1,3,2,4,4,3,3,4,4,0.945774665165439,-1.73034978711437,1.07911859258492,2.5,2.43,2.2,3.25
"Female","25-30 y.","Employe",1,3,4,5,4,5,5,3,5,-0.227987447033221,0.749204232432901,-0.692740030281457,1.63,2.71,1.6,1.5
"Men","20-25 y.","Employe",2,3,3,5,5,4,4,3,3,-0.227987447033221,-0.490571909496568,0.48849787039038,3.25,1.57,2.2,3.75
"Female",">30 y.","Employe",2,2,4,5,4,4,5,3,5,-0.932244714352417,0.501249004047008,-0.397431441042809,2.13,2.86,1.8,1.75
"Female","25-30 y.","Employe",1,2,3,5,5,5,3,3,5,-0.932244714352417,-0.242616681110674,-0.397431441042809,1.63,2.57,1.6,1.75
"Men","20-25 y.","Employe",1,3,1,4,5,5,2,5,5,-0.697492291912685,-0.242616681110674,-0.988050391378728,1.25,2.57,2,1
"Female",">30 y.","Employe",2,2,3,5,4,5,5,4,5,0.241517397846243,0.00533854727521981,-0.692740030281457,2.63,3.57,1.2,2
"Men","25-30 y.","Employe",1,2,3,5,5,5,5,3,5,-0.697492291912685,0.501249004047008,-0.397431441042809,1.63,3.57,1.2,2.25
"Men","25-30 y.","Employe",4,3,2,3,3,4,4,5,4,1.65003193248464,-1.97830501550027,0.783808231487651,3.13,1.29,3,3.75
"Female","20-25 y.","Employe",2,1,3,4,4,5,5,3,5,0.476269820285975,-0.242616681110674,0.193189281151732,1.63,2.43,1.8,2
"Men","20-25 y.","Employe",1,3,3,4,4,5,5,3,4,-0.227987447033221,0.253293775661113,0.193189281151732,1.5,2.29,1.6,1.75
"Female","20-25 y.","Employe",2,2,3,5,5,5,5,3,5,-0.932244714352417,-0.490571909496568,-0.988050391378728,1.88,2.86,1.4,1.5
"Female","20-25 y.","Employe",1,2,4,5,4,5,5,3,5,0.00676497540651112,1.24511642489302,-0.988050391378728,1.63,3.29,1.4,1.5
"Female","<20 y.","Employe",2,2,3,5,5,5,5,3,5,-0.932244714352417,0.00533854727521981,-0.988050391378728,1.13,3.29,1.2,1
